d_name,d_speciality,total_score,total_survey_count,five_star,five_star_percentage,four_star,four_star_percentage,three_star,three_star_percentage,two_star,two_star_percentage,one_star,one_star_percentage,positive_tags,negative_tags,comment_text
"Dr. Keren Rosner, MD",Family Medicine,3.8,Based on 12 ratings,5 Star,58%,4 Star,8%,3 Star,8%,2 Star,0%,1 Star,25%,"['Staff friendliness (10)', 'Appointment scheduling (8)', ""Appointment wasn't rushed (8)"", 'Explained conditions well (8)', 'Listened & answered questions (8)', 'Wait times (8)', ""Trusted the provider's decisions (7)""]","['Appointment was rushed (4)', ""Didn't listen or answer questions (4)"", ""Didn't trust the provider's decisions (3)"", ""Didn't explain conditions well (2)"", 'Difficult to schedule appointment (1)', 'Long wait times (1)', ""Staff wasn't friendly (1)""]","Super good doctor! Great listener.
Open to my holistic views. Highly recommend her."
"Dr. Keren Rosner, MD",Family Medicine,3.8,Based on 12 ratings,5 Star,58%,4 Star,8%,3 Star,8%,2 Star,0%,1 Star,25%,"['Staff friendliness (10)', 'Appointment scheduling (8)', ""Appointment wasn't rushed (8)"", 'Explained conditions well (8)', 'Listened & answered questions (8)', 'Wait times (8)', ""Trusted the provider's decisions (7)""]","['Appointment was rushed (4)', ""Didn't listen or answer questions (4)"", ""Didn't trust the provider's decisions (3)"", ""Didn't explain conditions well (2)"", 'Difficult to schedule appointment (1)', 'Long wait times (1)', ""Staff wasn't friendly (1)""]","Do not recommend.
Horrible. She's spent most of her appointment telling me not to get covid vax... and then didn't listen to me when I said I was immuno-compromised."
"Dr. Keren Rosner, MD",Family Medicine,3.8,Based on 12 ratings,5 Star,58%,4 Star,8%,3 Star,8%,2 Star,0%,1 Star,25%,"['Staff friendliness (10)', 'Appointment scheduling (8)', ""Appointment wasn't rushed (8)"", 'Explained conditions well (8)', 'Listened & answered questions (8)', 'Wait times (8)', ""Trusted the provider's decisions (7)""]","['Appointment was rushed (4)', ""Didn't listen or answer questions (4)"", ""Didn't trust the provider's decisions (3)"", ""Didn't explain conditions well (2)"", 'Difficult to schedule appointment (1)', 'Long wait times (1)', ""Staff wasn't friendly (1)""]",Doesn't Care. Worst treatment I ever got. First meeting I dropped her. She did nothing for the best of my interests or health.
"Dr. Keren Rosner, MD",Family Medicine,3.8,Based on 12 ratings,5 Star,58%,4 Star,8%,3 Star,8%,2 Star,0%,1 Star,25%,"['Staff friendliness (10)', 'Appointment scheduling (8)', ""Appointment wasn't rushed (8)"", 'Explained conditions well (8)', 'Listened & answered questions (8)', 'Wait times (8)', ""Trusted the provider's decisions (7)""]","['Appointment was rushed (4)', ""Didn't listen or answer questions (4)"", ""Didn't trust the provider's decisions (3)"", ""Didn't explain conditions well (2)"", 'Difficult to schedule appointment (1)', 'Long wait times (1)', ""Staff wasn't friendly (1)""]",She listened well and asked me questions instead of reading computer like most other doctors
"Dr. Norman Schwartz, MD",Family Medicine,4.5,Based on 13 ratings,5 Star,77%,4 Star,8%,3 Star,0%,2 Star,15%,1 Star,0%,"['Appointment scheduling (11)', 'Explained conditions well (11)', 'Listened & answered questions (11)', ""Trusted the provider's decisions (11)"", ""Appointment wasn't rushed (10)"", 'Staff friendliness (10)', 'Wait times (8)']","[""Didn't trust the provider's decisions (2)"", ""Didn't explain conditions well (1)"", 'Difficult to schedule appointment (1)', 'Long wait times (1)', ""Staff wasn't friendly (1)""]","Dr. Schwartz is compassionate and caring about everyone that walks into his office. You feel listened to and know you are in good hands. I've witnessed him address his other patients and their families with respect, courtesy and true concern. The wait to get in to see him is worth it."
"Dr. Norman Schwartz, MD",Family Medicine,4.5,Based on 13 ratings,5 Star,77%,4 Star,8%,3 Star,0%,2 Star,15%,1 Star,0%,"['Appointment scheduling (11)', 'Explained conditions well (11)', 'Listened & answered questions (11)', ""Trusted the provider's decisions (11)"", ""Appointment wasn't rushed (10)"", 'Staff friendliness (10)', 'Wait times (8)']","[""Didn't trust the provider's decisions (2)"", ""Didn't explain conditions well (1)"", 'Difficult to schedule appointment (1)', 'Long wait times (1)', ""Staff wasn't friendly (1)""]",Dr. Schwartz is on the cutting edge of alternative medical therapies.
"Dr. Sergei Shushunov, MD",Pediatric Critical Care Medicine,5.0,Based on 15 ratings,5 Star,100%,4 Star,0%,3 Star,0%,2 Star,0%,1 Star,0%,[],[],NA
"Dr. Jody Yeargan, DDS",Dentistry,4.8,Based on 163 ratings,5 Star,90%,4 Star,4%,3 Star,4%,2 Star,0%,1 Star,2%,"[""Trusted the provider's decisions (154)"", 'Listened & answered questions (152)', 'Staff friendliness (152)', ""Appointment wasn't rushed (150)"", 'Explained conditions well (149)', 'Wait times (139)', 'Appointment scheduling (138)']","['Appointment was rushed (4)', ""Didn't explain conditions well (4)"", ""Didn't listen or answer questions (4)"", 'Difficult to schedule appointment (4)', 'Long wait times (4)', ""Didn't trust the provider's decisions (3)"", ""Staff wasn't friendly (2)""]","Dr. Yeargan was recommended to us when we moved to Charlottesville 7 years ago. We have been the beneficiaries of his expert and gentle dental care ever since. His staff, from the receptionist to all his hygienists and technicians, are friendly, knowledgeable, and efficient. When we have had a broken tooth, pain, or emergency, he always sees us quickly."
"Dr. Jody Yeargan, DDS",Dentistry,4.8,Based on 163 ratings,5 Star,90%,4 Star,4%,3 Star,4%,2 Star,0%,1 Star,2%,"[""Trusted the provider's decisions (154)"", 'Listened & answered questions (152)', 'Staff friendliness (152)', ""Appointment wasn't rushed (150)"", 'Explained conditions well (149)', 'Wait times (139)', 'Appointment scheduling (138)']","['Appointment was rushed (4)', ""Didn't explain conditions well (4)"", ""Didn't listen or answer questions (4)"", 'Difficult to schedule appointment (4)', 'Long wait times (4)', ""Didn't trust the provider's decisions (3)"", ""Staff wasn't friendly (2)""]","Linda and Crystal were gentle, efficient and thorough in cleaning my teeth and taking xrays. Dr. Yeargan is always very friendly and approachable with questions. He explains things well. Due to childhood experiences, going to the dentist can make me nervous, but Dr. Yeargan and his staff put me at ease...I feel comfortable with them."
"Dr. Jody Yeargan, DDS",Dentistry,4.8,Based on 163 ratings,5 Star,90%,4 Star,4%,3 Star,4%,2 Star,0%,1 Star,2%,"[""Trusted the provider's decisions (154)"", 'Listened & answered questions (152)', 'Staff friendliness (152)', ""Appointment wasn't rushed (150)"", 'Explained conditions well (149)', 'Wait times (139)', 'Appointment scheduling (138)']","['Appointment was rushed (4)', ""Didn't explain conditions well (4)"", ""Didn't listen or answer questions (4)"", 'Difficult to schedule appointment (4)', 'Long wait times (4)', ""Didn't trust the provider's decisions (3)"", ""Staff wasn't friendly (2)""]",Fabulous new staff!! From the receptionist to Linda the Dental Assistant to Crystal the Dental Hygenist this 6-month checkup was pain-free and really exceptional. It actually was a pleasure to have the dental work done!!
"Dr. Jody Yeargan, DDS",Dentistry,4.8,Based on 163 ratings,5 Star,90%,4 Star,4%,3 Star,4%,2 Star,0%,1 Star,2%,"[""Trusted the provider's decisions (154)"", 'Listened & answered questions (152)', 'Staff friendliness (152)', ""Appointment wasn't rushed (150)"", 'Explained conditions well (149)', 'Wait times (139)', 'Appointment scheduling (138)']","['Appointment was rushed (4)', ""Didn't explain conditions well (4)"", ""Didn't listen or answer questions (4)"", 'Difficult to schedule appointment (4)', 'Long wait times (4)', ""Didn't trust the provider's decisions (3)"", ""Staff wasn't friendly (2)""]",The best. So glad I found him to be my dentist.
"Dr. Jody Yeargan, DDS",Dentistry,4.8,Based on 163 ratings,5 Star,90%,4 Star,4%,3 Star,4%,2 Star,0%,1 Star,2%,"[""Trusted the provider's decisions (154)"", 'Listened & answered questions (152)', 'Staff friendliness (152)', ""Appointment wasn't rushed (150)"", 'Explained conditions well (149)', 'Wait times (139)', 'Appointment scheduling (138)']","['Appointment was rushed (4)', ""Didn't explain conditions well (4)"", ""Didn't listen or answer questions (4)"", 'Difficult to schedule appointment (4)', 'Long wait times (4)', ""Didn't trust the provider's decisions (3)"", ""Staff wasn't friendly (2)""]",Great visit with Dr. Yeargan and staff.
"Dr. Jody Yeargan, DDS",Dentistry,4.8,Based on 163 ratings,5 Star,90%,4 Star,4%,3 Star,4%,2 Star,0%,1 Star,2%,"[""Trusted the provider's decisions (154)"", 'Listened & answered questions (152)', 'Staff friendliness (152)', ""Appointment wasn't rushed (150)"", 'Explained conditions well (149)', 'Wait times (139)', 'Appointment scheduling (138)']","['Appointment was rushed (4)', ""Didn't explain conditions well (4)"", ""Didn't listen or answer questions (4)"", 'Difficult to schedule appointment (4)', 'Long wait times (4)', ""Didn't trust the provider's decisions (3)"", ""Staff wasn't friendly (2)""]",Our whole family goes to Dr. Yeargan. My daughter actually looks forward to going to the dentist. The whole staff is great!
"Dr. Jody Yeargan, DDS",Dentistry,4.8,Based on 163 ratings,5 Star,90%,4 Star,4%,3 Star,4%,2 Star,0%,1 Star,2%,"[""Trusted the provider's decisions (154)"", 'Listened & answered questions (152)', 'Staff friendliness (152)', ""Appointment wasn't rushed (150)"", 'Explained conditions well (149)', 'Wait times (139)', 'Appointment scheduling (138)']","['Appointment was rushed (4)', ""Didn't explain conditions well (4)"", ""Didn't listen or answer questions (4)"", 'Difficult to schedule appointment (4)', 'Long wait times (4)', ""Didn't trust the provider's decisions (3)"", ""Staff wasn't friendly (2)""]",Excellent dentist and very friendly staff.
"Dr. Jody Yeargan, DDS",Dentistry,4.8,Based on 163 ratings,5 Star,90%,4 Star,4%,3 Star,4%,2 Star,0%,1 Star,2%,"[""Trusted the provider's decisions (154)"", 'Listened & answered questions (152)', 'Staff friendliness (152)', ""Appointment wasn't rushed (150)"", 'Explained conditions well (149)', 'Wait times (139)', 'Appointment scheduling (138)']","['Appointment was rushed (4)', ""Didn't explain conditions well (4)"", ""Didn't listen or answer questions (4)"", 'Difficult to schedule appointment (4)', 'Long wait times (4)', ""Didn't trust the provider's decisions (3)"", ""Staff wasn't friendly (2)""]",Outstanding!!! Old filling removed new one out in zero pain or discomfort in and out in 20 mins!!!!!
"Dr. Jody Yeargan, DDS",Dentistry,4.8,Based on 163 ratings,5 Star,90%,4 Star,4%,3 Star,4%,2 Star,0%,1 Star,2%,"[""Trusted the provider's decisions (154)"", 'Listened & answered questions (152)', 'Staff friendliness (152)', ""Appointment wasn't rushed (150)"", 'Explained conditions well (149)', 'Wait times (139)', 'Appointment scheduling (138)']","['Appointment was rushed (4)', ""Didn't explain conditions well (4)"", ""Didn't listen or answer questions (4)"", 'Difficult to schedule appointment (4)', 'Long wait times (4)', ""Didn't trust the provider's decisions (3)"", ""Staff wasn't friendly (2)""]","Dr Yeargen is up on the latest dental practices but also cognizant of costs to patients. As a result, he gives options and pros/cons of options. He's awesome and great with patient anxiety!"
"Dr. Jody Yeargan, DDS",Dentistry,4.8,Based on 163 ratings,5 Star,90%,4 Star,4%,3 Star,4%,2 Star,0%,1 Star,2%,"[""Trusted the provider's decisions (154)"", 'Listened & answered questions (152)', 'Staff friendliness (152)', ""Appointment wasn't rushed (150)"", 'Explained conditions well (149)', 'Wait times (139)', 'Appointment scheduling (138)']","['Appointment was rushed (4)', ""Didn't explain conditions well (4)"", ""Didn't listen or answer questions (4)"", 'Difficult to schedule appointment (4)', 'Long wait times (4)', ""Didn't trust the provider's decisions (3)"", ""Staff wasn't friendly (2)""]",Dr.Yeargan and his team always make you comfortable answer all of you queation and concerns and make for a pleasurable dential experience. I drive an hour each way and believe me it is worth it. Thank you Dr. Yeargan and team for caring about your patience with your patience. Sherry Lee Kane Amherst
"Dr. Jody Yeargan, DDS",Dentistry,4.8,Based on 163 ratings,5 Star,90%,4 Star,4%,3 Star,4%,2 Star,0%,1 Star,2%,"[""Trusted the provider's decisions (154)"", 'Listened & answered questions (152)', 'Staff friendliness (152)', ""Appointment wasn't rushed (150)"", 'Explained conditions well (149)', 'Wait times (139)', 'Appointment scheduling (138)']","['Appointment was rushed (4)', ""Didn't explain conditions well (4)"", ""Didn't listen or answer questions (4)"", 'Difficult to schedule appointment (4)', 'Long wait times (4)', ""Didn't trust the provider's decisions (3)"", ""Staff wasn't friendly (2)""]",I've never had any vague explanation and Dr. Yeargan and his staff tell it how it is. That's great for my sense of health and my wallet!
"Dr. Jody Yeargan, DDS",Dentistry,4.8,Based on 163 ratings,5 Star,90%,4 Star,4%,3 Star,4%,2 Star,0%,1 Star,2%,"[""Trusted the provider's decisions (154)"", 'Listened & answered questions (152)', 'Staff friendliness (152)', ""Appointment wasn't rushed (150)"", 'Explained conditions well (149)', 'Wait times (139)', 'Appointment scheduling (138)']","['Appointment was rushed (4)', ""Didn't explain conditions well (4)"", ""Didn't listen or answer questions (4)"", 'Difficult to schedule appointment (4)', 'Long wait times (4)', ""Didn't trust the provider's decisions (3)"", ""Staff wasn't friendly (2)""]",The hygienist was super great! The Doc was awesome! Very personable!
"Dr. Jody Yeargan, DDS",Dentistry,4.8,Based on 163 ratings,5 Star,90%,4 Star,4%,3 Star,4%,2 Star,0%,1 Star,2%,"[""Trusted the provider's decisions (154)"", 'Listened & answered questions (152)', 'Staff friendliness (152)', ""Appointment wasn't rushed (150)"", 'Explained conditions well (149)', 'Wait times (139)', 'Appointment scheduling (138)']","['Appointment was rushed (4)', ""Didn't explain conditions well (4)"", ""Didn't listen or answer questions (4)"", 'Difficult to schedule appointment (4)', 'Long wait times (4)', ""Didn't trust the provider's decisions (3)"", ""Staff wasn't friendly (2)""]",Dr. Yeargan is excellent. He takes time with you and is very personable. He demonstrates excellent expertise. Would highly recommend the practice.
